Tempo_Decorrido_em_Dias,Indice_de_Desperdicio,Preço_unidade,Numero_Incial_de_Lazies,Numero_Inicial_de_Normals,Numero_Incial_de_Renders,Tipo_de_Cliente,Tempo_Maximo_de_Espera,Tempo_de_Espera,Quantidade_Encomendada,Recebida
123.0,0.07,1.5,2,2,0,NOPATIENT,91000,67946,2398,sim
128.0,0.07,1.5,2,2,0,PATIENT,33000,33002,445,nao
131.0,0.07,1.5,2,2,0,PATIENT,131000,130351,1781,sim
132.0,0.07,1.5,2,2,0,PATIENT,154000,116463,2088,sim
133.0,0.07,1.5,2,2,0,NORMAL,133000,133005,2597,nao
136.0,0.07,1.5,2,2,0,PATIENT,131000,120405,1786,sim
140.0,0.07,1.5,2,2,0,NOPATIENT,5000,5003,127,nao
141.0,0.07,1.5,2,2,0,NORMAL,131000,125465,2549,sim
145.0,0.07,1.5,2,2,0,NOPATIENT,50000,50004,1305,nao
147.0,0.07,1.5,2,2,0,PATIENT,151000,146516,2052,sim
149.0,0.07,1.5,2,2,0,NOPATIENT,54000,54002,1428,nao
161.0,0.07,1.5,2,2,0,NORMAL,66000,66003,1288,nao
163.0,0.07,1.5,2,2,0,PATIENT,123000,107484,1676,sim
164.0,0.07,1.5,2,2,0,PATIENT,187000,163417,2549,sim
165.0,0.07,1.5,2,2,0,NORMAL,131000,109512,2552,sim
165.0,0.07,1.5,2,2,0,NORMAL,70000,70002,1364,nao
166.0,0.07,1.5,2,2,0,NOPATIENT,31000,31002,811,nao
170.0,0.07,1.5,2,2,0,NOPATIENT,75000,75004,1962,nao
170.0,0.07,1.5,2,2,0,NOPATIENT,75000,75002,1984,nao
170.0,0.07,1.5,2,2,0,NORMAL,35000,35002,673,nao
171.0,0.07,1.5,2,2,0,PATIENT,36000,36003,487,nao
175.0,0.07,1.5,2,2,0,PATIENT,175000,175002,2373,nao
180.0,0.07,1.5,2,2,0,NOPATIENT,85000,85002,2231,nao
180.0,0.07,1.5,2,2,0,NORMAL,85000,85002,1661,nao
181.0,0.07,1.5,2,2,0,PATIENT,183000,166019,2492,sim
183.0,0.07,1.5,2,2,0,PATIENT,148000,127501,2009,sim
3.0,0.07,1.8,0,2,2,NOPATIENT,5000,2505,126,sim
4.0,0.07,1.8,0,2,2,PATIENT,11000,3780,142,sim
6.0,0.07,1.8,0,2,2,NORMAL,19000,5434,354,sim
13.0,0.07,1.8,0,2,2,PATIENT,38000,12314,514,sim
13.0,0.07,1.8,0,2,2,PATIENT,35000,12442,469,sim
18.0,0.07,1.8,0,2,2,NORMAL,18000,17425,347,sim
19.0,0.07,1.8,0,2,2,NORMAL,6000,4116,101,sim
20.0,0.07,1.8,0,2,2,NOPATIENT,58000,19857,1519,sim
22.0,0.07,1.8,0,2,2,NORMAL,10000,7051,189,sim
24.0,0.07,1.8,0,2,2,NORMAL,14000,9048,257,sim
26.0,0.07,1.8,0,2,2,NORMAL,44000,10474,845,sim
31.0,0.07,1.8,0,2,2,NOPATIENT,26000,16103,666,sim
32.0,0.07,1.8,0,2,2,NOPATIENT,92000,31901,2420,sim
33.0,0.07,1.8,0,2,2,NOPATIENT,33000,32320,856,sim
33.0,0.07,1.8,0,2,2,PATIENT,104000,32857,1410,sim
34.0,0.07,1.8,0,2,2,NOPATIENT,39000,33858,1022,sim
34.0,0.07,1.8,0,2,2,NORMAL,19000,19006,366,nao
36.0,0.07,1.8,0,2,2,NOPATIENT,51000,35755,1332,sim
38.0,0.07,1.8,0,2,2,PATIENT,65000,22719,885,sim
3.0,0.07,1.8,1,2,1,NORMAL,7000,2609,120,sim
6.0,0.07,1.8,1,2,1,PATIENT,14000,5553,189,sim
7.0,0.07,1.8,1,2,1,NOPATIENT,19000,6898,499,sim
8.0,0.07,1.8,1,2,1,NORMAL,19000,7588,363,sim
9.0,0.07,1.8,1,2,1,NORMAL,20000,8861,383,sim
12.0,0.07,1.8,1,2,1,NORMAL,13000,11552,235,sim
13.0,0.07,1.8,1,2,1,NOPATIENT,34000,12477,881,sim
15.0,0.07,1.8,1,2,1,NORMAL,27000,14591,513,sim
19.0,0.07,1.8,1,2,1,NORMAL,8000,4097,138,sim
24.0,0.07,1.8,1,2,1,NORMAL,40000,23488,772,sim
24.0,0.07,1.8,1,2,1,NORMAL,51000,23832,991,sim
25.0,0.07,1.8,1,2,1,NOPATIENT,16000,10048,415,sim
28.0,0.07,1.8,1,2,1,PATIENT,60000,27881,807,sim
30.0,0.07,1.8,1,2,1,NOPATIENT,24000,15069,634,sim
33.0,0.07,1.8,1,2,1,NORMAL,34000,32494,657,sim
33.0,0.07,1.8,1,2,1,NORMAL,71000,32606,1374,sim
35.0,0.07,1.8,1,2,1,NOPATIENT,98000,34398,2588,sim
36.0,0.07,1.8,1,2,1,NOPATIENT,84000,35843,2198,sim
4.0,0.07,1.8,0,3,1,PATIENT,10000,3473,129,sim
5.0,0.07,1.8,0,3,1,PATIENT,11000,4471,147,sim
5.0,0.07,1.8,0,3,1,NOPATIENT,11000,4483,273,sim
5.0,0.07,1.8,0,3,1,NOPATIENT,7000,4657,176,sim
10.0,0.07,1.8,0,3,1,PATIENT,31000,9678,410,sim
11.0,0.07,1.8,0,3,1,PATIENT,29000,10361,395,sim
16.0,0.07,1.8,0,3,1,NOPATIENT,31000,15478,816,sim
20.0,0.07,1.8,0,3,1,PATIENT,21000,19481,285,sim
22.0,0.07,1.8,0,3,1,PATIENT,34000,21328,452,sim
26.0,0.07,1.8,0,3,1,NORMAL,56000,25703,1094,sim
28.0,0.07,1.8,0,3,1,NOPATIENT,80000,27667,2096,sim
40.0,0.07,1.8,0,3,1,NOPATIENT,40000,40006,1034,nao
41.0,0.07,1.8,0,3,1,NORMAL,41000,41002,799,nao
42.0,0.07,1.8,0,3,1,NOPATIENT,27000,27002,694,nao
48.0,0.07,1.8,0,3,1,NORMAL,33000,33002,629,nao
3.0,0.07,1.8,2,1,1,NORMAL,7000,2572,134,sim
5.0,0.07,1.8,2,1,1,PATIENT,10000,4522,124,sim
7.0,0.07,1.8,2,1,1,NOPATIENT,16000,6534,403,sim
9.0,0.07,1.8,2,1,1,NORMAL,13000,8540,243,sim
10.0,0.07,1.8,2,1,1,NORMAL,35000,9464,666,sim
13.0,0.07,1.8,2,1,1,NORMAL,16000,12482,294,sim
13.0,0.07,1.8,2,1,1,NORMAL,21000,12515,403,sim
13.0,0.07,1.8,2,1,1,NOPATIENT,20000,12740,529,sim
15.0,0.07,1.8,2,1,1,NORMAL,17000,14435,324,sim
18.0,0.07,1.8,2,1,1,NOPATIENT,50000,17771,1320,sim
9.0,0.07,1.8,2,2,0,PATIENT,26000,8349,341,sim
13.0,0.07,1.8,2,2,0,NOPATIENT,38000,13325,995,sim
16.0,0.07,1.8,2,2,0,NOPATIENT,43000,15431,1127,sim
16.0,0.07,1.8,2,2,0,NOPATIENT,44000,16255,1158,sim
18.0,0.07,1.8,2,2,0,NORMAL,26000,17807,506,sim
19.0,0.07,1.8,2,2,0,NORMAL,8000,4077,153,sim
22.0,0.07,1.8,2,2,0,PATIENT,32000,21437,427,sim
22.0,0.07,1.8,2,2,0,NORMAL,48000,21865,921,sim
25.0,0.07,1.8,2,2,0,NORMAL,45000,25313,872,sim
26.0,0.07,1.8,2,2,0,PATIENT,53000,25356,719,sim
27.0,0.07,1.8,2,2,0,NOPATIENT,19000,12054,478,sim
27.0,0.07,1.8,2,2,0,NOPATIENT,20000,12073,514,sim
4.0,0.07,2.0,0,2,2,NORMAL,10000,3306,193,sim
4.0,0.07,2.0,0,2,2,NOPATIENT,8000,3402,199,sim
8.0,0.07,2.0,0,2,2,NORMAL,26000,7348,502,sim
15.0,0.07,2.0,0,2,2,NOPATIENT,20000,14352,519,sim
16.0,0.07,2.0,0,2,2,NOPATIENT,34000,15269,886,sim
16.0,0.07,2.0,0,2,2,NOPATIENT,47000,15669,1231,sim
20.0,0.07,2.0,0,2,2,NORMAL,44000,19629,853,sim
21.0,0.07,2.0,0,2,2,PATIENT,19000,6046,251,sim
24.0,0.07,2.0,0,2,2,PATIENT,50000,23352,677,sim
25.0,0.07,2.0,0,2,2,PATIENT,78000,24650,1052,sim
31.0,0.07,2.0,0,2,2,NOPATIENT,89000,30627,2344,sim
32.0,0.07,2.0,0,2,2,NOPATIENT,28000,17062,718,sim
32.0,0.07,2.0,0,2,2,PATIENT,35000,17079,473,sim
35.0,0.07,2.0,0,2,2,NORMAL,40000,34363,771,sim
37.0,0.07,2.0,0,2,2,PATIENT,124000,21513,1681,sim
38.0,0.07,2.0,0,2,2,NOPATIENT,64000,37690,1690,sim
45.0,0.07,2.0,0,2,2,NOPATIENT,83000,44296,2181,sim
46.0,0.07,2.0,0,2,2,PATIENT,64000,45661,864,sim
55.0,0.07,2.0,0,2,2,NORMAL,76000,54661,1479,sim
56.0,0.07,2.0,0,2,2,NOPATIENT,55000,40531,1446,sim
58.0,0.07,2.0,0,2,2,NOPATIENT,78000,57634,2044,sim
58.0,0.07,2.0,0,2,2,PATIENT,113000,57662,1529,sim
65.0,0.07,2.0,0,2,2,NORMAL,9000,9437,157,nao
68.0,0.07,2.0,0,2,2,NORMAL,68000,68004,1328,nao
72.0,0.07,2.0,0,2,2,NOPATIENT,61000,56374,1613,sim
72.0,0.07,2.0,0,2,2,NORMAL,25000,16447,480,sim
75.0,0.07,2.0,0,2,2,NOPATIENT,41000,19451,1066,sim
82.0,0.07,2.0,0,2,2,PATIENT,67000,67002,913,nao
83.0,0.07,2.0,0,2,2,PATIENT,68000,68005,919,nao
88.0,0.07,2.0,0,2,2,NORMAL,105000,32465,2048,sim
90.0,0.07,2.0,0,2,2,NOPATIENT,75000,75003,1963,nao
93.0,0.07,2.0,0,2,2,NORMAL,131000,92376,2553,sim
94.0,0.07,2.0,0,2,2,NOPATIENT,93000,38478,2447,sim
98.0,0.07,2.0,0,2,2,NORMAL,87000,82437,1696,sim
98.0,0.07,2.0,0,2,2,PATIENT,98000,98003,1326,nao
98.0,0.07,2.0,0,2,2,NORMAL,98000,98003,1907,nao
99.0,0.07,2.0,0,2,2,NORMAL,44000,44003,851,nao
99.0,0.07,2.0,0,2,2,NORMAL,9000,4042,158,sim
99.0,0.07,2.0,0,2,2,NORMAL,7000,4068,131,sim
100.0,0.07,2.0,0,2,2,NORMAL,11000,5033,213,sim
106.0,0.07,2.0,0,2,2,NORMAL,16000,11052,294,sim
112.0,0.07,2.0,0,2,2,NORMAL,70000,56517,1353,sim
114.0,0.07,2.0,0,2,2,NORMAL,100000,98478,1939,sim
114.0,0.07,2.0,0,2,2,NORMAL,114000,114002,2211,nao
115.0,0.07,2.0,0,2,2,NOPATIENT,25000,20029,637,sim
117.0,0.07,2.0,0,2,2,NOPATIENT,64000,21545,1671,sim
118.0,0.07,2.0,0,2,2,PATIENT,63000,63002,854,nao
119.0,0.07,2.0,0,2,2,PATIENT,147000,63527,1996,sim
131.0,0.07,2.0,0,2,2,NOPATIENT,36000,36004,937,nao
133.0,0.07,2.0,0,2,2,NORMAL,133000,133005,2592,nao
136.0,0.07,2.0,0,2,2,NOPATIENT,41000,41002,1077,nao
136.0,0.07,2.0,0,2,2,PATIENT,136000,136003,1850,nao
137.0,0.07,2.0,0,2,2,PATIENT,75000,41739,1017,sim
140.0,0.07,2.0,0,2,2,NORMAL,49000,44765,958,sim
142.0,0.07,2.0,0,2,2,NORMAL,24000,7041,469,sim
144.0,0.07,2.0,0,2,2,NORMAL,51000,48765,987,sim
146.0,0.07,2.0,0,2,2,NORMAL,131000,131003,2550,nao
147.0,0.07,2.0,0,2,2,NORMAL,18000,12046,337,sim
149.0,0.07,2.0,0,2,2,NORMAL,54000,54002,1045,nao
151.0,0.07,2.0,0,2,2,NORMAL,56000,56003,1080,nao
155.0,0.07,2.0,0,2,2,NORMAL,78000,20066,1525,sim
159.0,0.07,2.0,0,2,2,NORMAL,84000,63767,1643,sim
161.0,0.07,2.0,0,2,2,NORMAL,100000,26060,1941,sim
167.0,0.07,2.0,0,2,2,NORMAL,48000,32060,922,sim
168.0,0.07,2.0,0,2,2,PATIENT,92000,72794,1252,sim
174.0,0.07,2.0,0,2,2,PATIENT,188000,38817,2561,sim
174.0,0.07,2.0,0,2,2,PATIENT,159000,159004,2156,nao
174.0,0.07,2.0,0,2,2,NORMAL,50000,39072,966,sim
179.0,0.07,2.0,0,2,2,PATIENT,174000,123809,2369,sim
186.0,0.07,2.0,0,2,2,PATIENT,186000,186003,2533,nao
190.0,0.07,2.0,0,2,2,PATIENT,15000,15015,204,nao
197.0,0.07,2.0,0,2,2,NOPATIENT,62000,62004,1622,nao
201.0,0.07,2.0,0,2,2,PATIENT,146000,146004,1981,nao
204.0,0.07,2.0,0,2,2,PATIENT,109000,109004,1474,nao
206.0,0.07,2.0,0,2,2,NORMAL,52000,31107,1000,sim
208.0,0.07,2.0,0,2,2,PATIENT,49000,33103,668,sim
216.0,0.07,2.0,0,2,2,NORMAL,121000,41115,2367,sim
216.0,0.07,2.0,0,2,2,NOPATIENT,68000,41126,1775,sim
218.0,0.07,2.0,0,2,2,NORMAL,113000,83118,2209,sim
219.0,0.07,2.0,0,2,2,PATIENT,164000,164003,2229,nao
223.0,0.07,2.0,0,2,2,PATIENT,25000,8040,336,sim
225.0,0.07,2.0,0,2,2,PATIENT,51000,50136,691,sim
226.0,0.07,2.0,0,2,2,NOPATIENT,31000,11038,819,sim
227.0,0.07,2.0,0,2,2,PATIENT,59000,52139,793,sim
228.0,0.07,2.0,0,2,2,NOPATIENT,53000,53002,1401,nao
231.0,0.07,2.0,0,2,2,NOPATIENT,96000,96002,2539,nao
234.0,0.07,2.0,0,2,2,NOPATIENT,54000,19054,1414,sim
240.0,0.07,2.0,0,2,2,NORMAL,65000,65004,1254,nao
241.0,0.07,2.0,0,2,2,NORMAL,106000,106004,2056,nao
249.0,0.07,2.0,0,2,2,NORMAL,114000,114003,2218,nao
250.0,0.07,2.0,0,2,2,NOPATIENT,34000,35140,897,nao
250.0,0.07,2.0,0,2,2,PATIENT,128000,75139,1740,sim
252.0,0.07,2.0,0,2,2,PATIENT,37000,37161,502,nao
259.0,0.07,2.0,0,2,2,PATIENT,124000,124003,1685,nao
263.0,0.07,2.0,0,2,2,PATIENT,14000,7780,188,sim
269.0,0.07,2.0,0,2,2,NORMAL,19000,13776,366,sim
269.0,0.07,2.0,0,2,2,PATIENT,94000,94003,1269,nao
270.0,0.07,2.0,0,2,2,PATIENT,135000,135003,1828,nao
271.0,0.07,2.0,0,2,2,PATIENT,32000,15802,426,sim
277.0,0.07,2.0,0,2,2,NOPATIENT,36000,22253,932,sim
3.0,0.07,2.0,2,1,1,NORMAL,7000,2428,128,sim
5.0,0.07,2.0,2,1,1,NORMAL,13000,4334,246,sim
11.0,0.07,2.0,2,1,1,PATIENT,31000,10372,411,sim
11.0,0.07,2.0,2,1,1,PATIENT,11000,11006,146,nao
17.0,0.07,2.0,2,1,1,NOPATIENT,39000,16440,1026,sim
18.0,0.07,2.0,2,1,1,NOPATIENT,47000,17487,1239,sim
21.0,0.07,2.0,2,1,1,NOPATIENT,7000,5371,175,sim
22.0,0.07,2.0,2,1,1,NOPATIENT,64000,21862,1672,sim
25.0,0.07,2.0,2,1,1,NOPATIENT,10000,10004,245,nao
29.0,0.07,2.0,2,1,1,NORMAL,62000,28820,1208,sim
39.0,0.07,2.0,2,1,1,NORMAL,29000,23393,563,sim
39.0,0.07,2.0,2,1,1,NOPATIENT,39000,39005,1017,nao
47.0,0.07,2.0,2,1,1,NOPATIENT,47000,47003,1227,nao
49.0,0.07,2.0,2,1,1,NOPATIENT,53000,33214,1381,sim
49.0,0.07,2.0,2,1,1,NORMAL,33000,33445,630,nao
50.0,0.07,2.0,2,1,1,NORMAL,35000,35003,668,nao
52.0,0.07,2.0,2,1,1,NORMAL,52000,52002,1005,nao
6.0,0.07,2.0,2,2,0,NORMAL,18000,5397,352,sim
13.0,0.07,2.0,2,2,0,PATIENT,38000,12487,512,sim
19.0,0.07,2.0,2,2,0,NOPATIENT,37000,18345,977,sim
21.0,0.07,2.0,2,2,0,NOPATIENT,34000,20721,898,sim
24.0,0.07,2.0,2,2,0,NOPATIENT,67000,23441,1768,sim
24.0,0.07,2.0,2,2,0,NOPATIENT,14000,9051,369,sim
25.0,0.07,2.0,2,2,0,NOPATIENT,69000,24606,1816,sim
25.0,0.07,2.0,2,2,0,PATIENT,20000,10085,263,sim
37.0,0.07,2.0,2,2,0,NORMAL,45000,36608,864,sim
39.0,0.07,2.0,2,2,0,NORMAL,39000,39003,757,nao
41.0,0.07,2.0,2,2,0,NORMAL,41000,41004,795,nao
49.0,0.07,2.0,2,2,0,NORMAL,49000,49003,954,nao
52.0,0.07,2.0,2,2,0,NOPATIENT,94000,51359,2488,sim
57.0,0.07,2.0,2,2,0,NORMAL,77000,41641,1503,sim
68.0,0.07,2.0,2,2,0,NORMAL,13000,13003,249,nao
74.0,0.07,2.0,2,2,0,NORMAL,74000,74003,1432,nao
75.0,0.07,2.0,2,2,0,NOPATIENT,20000,20002,505,nao
4.0,0.07,2.0,2,1,1,NORMAL,12000,3396,229,sim
10.0,0.07,2.0,2,1,1,NORMAL,23000,9379,442,sim
13.0,0.07,2.0,2,1,1,NOPATIENT,36000,12815,946,sim
4.0,0.07,2.0,1,1,2,NOPATIENT,7000,3329,182,sim
4.0,0.07,2.0,1,1,2,NORMAL,16000,4290,306,sim
6.0,0.07,2.0,1,1,2,NORMAL,19000,5277,364,sim
12.0,0.07,2.0,1,1,2,NOPATIENT,23000,12299,603,sim
13.0,0.07,2.0,1,1,2,NOPATIENT,38000,12778,995,sim
13.0,0.07,2.0,1,1,2,NOPATIENT,37000,12791,978,sim
14.0,0.07,2.0,1,1,2,NOPATIENT,23000,13289,592,sim
21.0,0.07,2.0,1,1,2,NOPATIENT,25000,21236,636,sim
23.0,0.07,2.0,1,1,2,PATIENT,52000,22739,697,sim
26.0,0.07,2.0,1,1,2,PATIENT,59000,10435,800,sim
7.0,0.07,2.0,1,1,2,PATIENT,37000,6783,491,sim
8.0,0.07,2.0,1,1,2,NOPATIENT,23000,8356,598,sim
12.0,0.07,2.0,1,1,2,NORMAL,13000,12325,245,sim
14.0,0.07,2.0,1,1,2,NOPATIENT,38000,13773,1004,sim
16.0,0.07,2.0,1,1,2,NOPATIENT,47000,16241,1219,sim
18.0,0.07,2.0,1,1,2,NOPATIENT,31000,17767,806,sim
19.0,0.07,2.0,1,1,2,NOPATIENT,20000,19295,515,sim
20.0,0.07,2.0,1,1,2,NOPATIENT,57000,20194,1491,sim
12.0,0.07,2.0,3,0,1,NOPATIENT,34000,11697,880,sim
14.0,0.07,2.0,3,0,1,NORMAL,12000,13631,224,nao
14.0,0.07,2.0,3,0,1,NORMAL,13000,13615,253,nao
16.0,0.07,2.0,3,0,1,NORMAL,24000,15725,452,sim
20.0,0.07,2.0,3,0,1,NOPATIENT,4000,4655,104,nao
20.0,0.07,2.0,3,0,1,NOPATIENT,19000,19529,501,nao
20.0,0.07,2.0,3,0,1,NOPATIENT,18000,19574,468,nao
21.0,0.07,2.0,3,0,1,NORMAL,21000,21006,410,nao
26.0,0.07,2.0,3,0,1,NOPATIENT,8000,10502,194,nao
33.0,0.07,2.0,3,0,1,NOPATIENT,93000,33088,2461,sim
39.0,0.07,2.0,3,0,1,NOPATIENT,39000,39004,1008,nao
46.0,0.07,2.0,3,0,1,NORMAL,46000,46003,893,nao
49.0,0.07,2.0,3,0,1,NORMAL,34000,34002,649,nao
50.0,0.07,2.0,3,0,1,NOPATIENT,35000,35003,903,nao
53.0,0.07,2.0,3,0,1,NORMAL,38000,38004,725,nao
61.0,0.07,2.0,3,0,1,NOPATIENT,61000,61003,1589,nao
62.0,0.07,2.0,3,0,1,NORMAL,62000,62004,1205,nao
62.0,0.07,2.0,3,0,1,NOPATIENT,83000,62125,2189,sim
65.0,0.07,2.0,3,0,1,PATIENT,65000,65003,874,nao
68.0,0.07,2.0,3,0,1,PATIENT,13000,13004,168,nao
3.0,0.07,2.0,0,1,3,NORMAL,11000,2877,213,sim
4.0,0.07,2.0,0,1,3,PATIENT,20000,3878,265,sim
7.0,0.07,2.0,0,1,3,NORMAL,11000,6870,207,sim
10.0,0.07,2.0,0,1,3,PATIENT,30000,10349,397,sim
13.0,0.07,2.0,0,1,3,NORMAL,37000,12880,705,sim
19.0,0.07,2.0,0,1,3,NOPATIENT,53000,18912,1401,sim
19.0,0.07,2.0,0,1,3,NOPATIENT,54000,19193,1416,sim
23.0,0.07,2.0,0,1,3,NOPATIENT,6000,7543,135,nao
28.0,0.07,2.0,0,1,3,NOPATIENT,61000,27824,1607,sim
28.0,0.07,2.0,0,1,3,NORMAL,34000,28175,659,sim
28.0,0.07,2.0,0,1,3,NOPATIENT,29000,28271,756,sim
29.0,0.07,2.0,0,1,3,NOPATIENT,13000,13644,318,nao
29.0,0.07,2.0,0,1,3,NOPATIENT,14000,14004,356,nao
37.0,0.07,2.0,0,1,3,PATIENT,122000,36555,1653,sim
46.0,0.07,2.0,0,1,3,PATIENT,91000,45417,1228,sim
50.0,0.07,2.0,0,1,3,PATIENT,72000,49538,972,sim
51.0,0.07,2.0,0,1,3,PATIENT,51000,51003,687,nao
53.0,0.07,2.0,0,1,3,PATIENT,38000,38004,510,nao
54.0,0.07,2.0,0,1,3,NORMAL,113000,53634,2195,sim
56.0,0.07,2.0,0,1,3,NOPATIENT,41000,41004,1077,nao
57.0,0.07,2.0,0,1,3,NOPATIENT,57000,57005,1493,nao
58.0,0.07,2.0,0,1,3,NORMAL,59000,42437,1145,sim
63.0,0.07,2.0,0,1,3,NOPATIENT,8000,8004,188,nao
66.0,0.07,2.0,0,1,3,NOPATIENT,51000,51003,1324,nao
69.0,0.07,2.0,0,1,3,NOPATIENT,54000,54002,1422,nao
75.0,0.07,2.0,0,1,3,NORMAL,114000,74453,2212,sim
78.0,0.07,2.0,0,1,3,PATIENT,78000,78004,1057,nao
6.0,0.07,2.0,1,1,1,NORMAL,20000,5753,381,sim
13.0,0.07,2.0,1,1,1,NOPATIENT,13000,13005,333,nao
13.0,0.07,2.0,1,1,1,PATIENT,27000,13356,364,sim
14.0,0.07,2.0,1,1,1,PATIENT,26000,14311,342,sim
15.0,0.07,2.0,1,1,1,NOPATIENT,31000,15301,817,sim
17.0,0.07,2.0,1,1,1,PATIENT,40000,17206,533,sim
24.0,0.07,2.0,1,1,1,NOPATIENT,24000,24004,623,nao
24.0,0.07,2.0,1,1,1,PATIENT,43000,24508,586,sim
25.0,0.07,2.0,1,1,1,NOPATIENT,62000,25505,1619,sim
25.0,0.07,2.0,1,1,1,NORMAL,47000,25521,913,sim
27.0,0.07,2.0,1,1,1,NOPATIENT,67000,27212,1763,sim
39.0,0.07,2.0,1,1,1,PATIENT,39000,39004,528,nao
39.0,0.07,2.0,1,1,1,PATIENT,69000,39239,934,sim
40.0,0.07,2.0,1,1,1,NORMAL,58000,40379,1119,sim
11.0,0.07,2.0,2,1,0,NOPATIENT,10000,10878,261,nao
12.0,0.07,2.0,2,1,0,NOPATIENT,32000,11410,842,sim
3.0,0.07,2.0,1,1,1,NOPATIENT,9000,3194,217,sim
10.0,0.07,2.0,1,1,1,NOPATIENT,16000,9767,415,sim
12.0,0.07,2.0,1,1,1,NORMAL,44000,11348,844,sim
17.0,0.07,2.0,1,1,1,PATIENT,54000,17302,731,sim
18.0,0.07,2.0,1,1,1,NOPATIENT,53000,17774,1378,sim
24.0,0.07,2.0,1,1,1,NORMAL,30000,23754,577,sim
26.0,0.07,2.0,1,1,1,NOPATIENT,71000,25438,1857,sim
27.0,0.07,2.0,1,1,1,NOPATIENT,70000,27220,1834,sim
32.0,0.07,2.0,1,1,1,NORMAL,33000,32313,630,sim
40.0,0.07,2.0,1,1,1,NORMAL,84000,39748,1637,sim
41.0,0.07,2.0,1,1,1,NORMAL,113000,40382,2209,sim
43.0,0.07,2.0,1,1,1,NORMAL,67000,42461,1306,sim
45.0,0.07,2.0,1,1,1,NOPATIENT,53000,45241,1385,sim
50.0,0.07,2.0,1,1,1,PATIENT,82000,49791,1114,sim
54.0,0.07,2.0,1,1,1,PATIENT,67000,53341,902,sim
58.0,0.07,2.0,1,1,1,PATIENT,123000,57882,1671,sim
60.0,0.07,2.0,1,1,1,NORMAL,74000,59399,1444,sim
71.0,0.07,2.0,1,1,1,NOPATIENT,75000,71252,1964,sim
72.0,0.07,2.0,1,1,1,NOPATIENT,93000,71788,2445,sim
76.0,0.07,2.0,1,1,1,PATIENT,87000,75409,1176,sim
78.0,0.07,2.0,1,1,1,PATIENT,89000,77825,1204,sim
80.0,0.07,2.0,1,1,1,PATIENT,82000,79376,1107,sim
98.0,0.07,2.0,1,1,1,NORMAL,100000,97813,1941,sim
100.0,0.07,2.0,1,1,1,NORMAL,114000,100266,2226,sim
119.0,0.07,2.0,1,1,1,PATIENT,130000,118960,1764,sim
7.0,0.07,2.0,1,1,1,PATIENT,14000,6642,181,sim
9.0,0.07,2.0,1,1,1,NORMAL,28000,8358,547,sim
9.0,0.07,2.0,1,1,1,NORMAL,30000,8430,577,sim
10.0,0.07,2.0,1,1,1,NORMAL,10000,10009,180,nao
12.0,0.07,2.0,1,1,1,NORMAL,27000,11679,516,sim
12.0,0.07,2.0,1,1,1,NORMAL,46000,11630,892,sim
13.0,0.07,2.0,1,1,1,NOPATIENT,34000,12307,877,sim
15.0,0.07,2.0,1,1,1,NOPATIENT,16000,14362,423,sim
15.0,0.07,2.0,1,1,1,NORMAL,59000,15198,1153,sim
17.0,0.07,2.0,1,1,1,PATIENT,11000,5179,143,sim
19.0,0.07,2.0,1,1,1,NORMAL,22000,18310,422,sim
19.0,0.07,2.0,1,1,1,NOPATIENT,11000,7069,270,sim
19.0,0.07,2.0,1,1,1,PATIENT,23000,19201,305,sim
19.0,0.07,2.0,1,1,1,PATIENT,15000,7346,192,sim
22.0,0.07,2.0,1,1,1,NOPATIENT,16000,10252,421,sim
23.0,0.07,2.0,1,1,1,NORMAL,24000,22645,465,sim
27.0,0.07,2.0,1,1,1,NOPATIENT,34000,26381,876,sim
29.0,0.07,2.0,1,1,1,NORMAL,39000,28322,750,sim
29.0,0.07,2.0,1,1,1,NOPATIENT,27000,17158,703,sim
31.0,0.07,2.0,1,1,1,NORMAL,72000,30658,1395,sim
37.0,0.07,2.0,1,1,1,NORMAL,37000,25112,707,sim
41.0,0.07,2.0,1,1,1,NORMAL,114000,28651,2226,sim
43.0,0.07,2.0,1,1,1,PATIENT,66000,42674,898,sim
45.0,0.07,2.0,1,1,1,NOPATIENT,75000,45216,1959,sim
48.0,0.07,2.0,1,1,1,PATIENT,87000,47693,1180,sim
49.0,0.07,2.0,1,1,1,NORMAL,43000,36364,831,sim
50.0,0.07,2.0,1,1,1,NOPATIENT,67000,37560,1751,sim
51.0,0.07,2.0,1,1,1,PATIENT,14000,14020,188,nao
52.0,0.07,2.0,1,1,1,NORMAL,65000,40322,1253,sim
53.0,0.07,2.0,1,1,1,NOPATIENT,70000,40471,1836,sim
54.0,0.07,2.0,1,1,1,NOPATIENT,17000,17222,438,nao
58.0,0.07,2.0,1,1,1,NOPATIENT,21000,21004,538,nao
59.0,0.07,2.0,1,1,1,PATIENT,77000,59204,1042,sim
66.0,0.07,2.0,1,1,1,PATIENT,73000,53503,985,sim
69.0,0.07,2.0,1,1,1,NOPATIENT,57000,57003,1490,nao
69.0,0.07,2.0,1,1,1,NORMAL,69000,69003,1335,nao
70.0,0.07,2.0,1,1,1,NORMAL,33000,33004,637,nao
70.0,0.07,2.0,1,1,1,PATIENT,33000,33003,443,nao
73.0,0.07,2.0,1,1,1,PATIENT,36000,36003,481,nao
73.0,0.07,2.0,1,1,1,PATIENT,61000,61003,825,nao
