Tempo_Decorrido_em_Dias,Indice_de_Desperdicio,Preço_unidade,Numero_Incial_de_Lazies,Numero_Inicial_de_Normals,Numero_Incial_de_Renders,Tipo_de_Cliente,Tempo_Maximo_de_Espera,Tempo_de_Espera,Quantidade_Encomendada,Recebida
16.0,0.07,2.0,2,0,2,NOPATIENT,24000,15768,618,sim
4.0,0.07,2.0,1,2,1,NOPATIENT,11000,4383,282,sim
6.0,0.07,2.0,1,2,1,NORMAL,22000,6427,422,sim
9.0,0.07,2.0,1,2,1,NOPATIENT,24000,9237,626,sim
16.0,0.07,2.0,1,2,1,NOPATIENT,19000,16253,481,sim
16.0,0.07,2.0,1,2,1,NORMAL,39000,16438,745,sim
19.0,0.07,2.0,1,2,1,PATIENT,40000,18802,541,sim
24.0,0.07,2.0,1,2,1,NOPATIENT,58000,24413,1517,sim
26.0,0.07,2.0,1,2,1,PATIENT,53000,26442,715,sim
28.0,0.07,2.0,1,2,1,NOPATIENT,13000,8043,323,sim
28.0,0.07,2.0,1,2,1,PATIENT,24000,8096,317,sim
39.0,0.07,2.0,1,2,1,PATIENT,19000,19327,251,nao
40.0,0.07,2.0,1,2,1,NOPATIENT,20000,20228,517,nao
41.0,0.07,2.0,1,2,1,NOPATIENT,21000,21023,547,sim
42.0,0.07,2.0,1,2,1,NORMAL,42000,42008,805,nao
42.0,0.07,2.0,1,2,1,NORMAL,42000,42003,810,nao
49.0,0.07,2.0,1,2,1,NORMAL,29000,29050,554,nao
4.0,0.07,2.0,1,1,2,NORMAL,13000,4300,251,sim
8.0,0.07,2.0,1,1,2,NORMAL,15000,8294,276,sim
11.0,0.07,2.0,1,1,2,NORMAL,11000,11014,215,nao
15.0,0.07,2.0,1,1,2,NOPATIENT,43000,15207,1135,sim
16.0,0.07,2.0,1,1,2,NOPATIENT,47000,16356,1221,sim
19.0,0.07,2.0,1,1,2,PATIENT,50000,19295,681,sim
21.0,0.07,2.0,1,1,2,NOPATIENT,60000,21332,1583,sim
23.0,0.07,2.0,1,1,2,PATIENT,41000,23213,559,sim
26.0,0.07,2.0,1,1,2,NOPATIENT,28000,26368,728,sim
29.0,0.07,2.0,1,1,2,NOPATIENT,84000,28876,2202,sim
29.0,0.07,2.0,1,1,2,NORMAL,19000,9238,365,sim
30.0,0.07,2.0,1,1,2,NOPATIENT,86000,29880,2257,sim
32.0,0.07,2.0,1,1,2,NOPATIENT,19000,12129,501,sim
37.0,0.07,2.0,1,1,2,NORMAL,36000,17077,702,sim
38.0,0.07,2.0,1,1,2,NOPATIENT,38000,38053,987,nao
38.0,0.07,2.0,1,1,2,NOPATIENT,29000,18184,747,sim
43.0,0.07,2.0,1,1,2,NOPATIENT,64000,43333,1686,sim
45.0,0.07,2.0,1,1,2,NOPATIENT,23000,24548,607,nao
45.0,0.07,2.0,1,1,2,NOPATIENT,64000,45203,1679,sim
46.0,0.07,2.0,1,1,2,NORMAL,46000,46003,893,nao
47.0,0.07,2.0,1,1,2,NOPATIENT,52000,46806,1359,sim
49.0,0.07,2.0,1,1,2,NOPATIENT,55000,48808,1454,sim
52.0,0.07,2.0,1,1,2,NOPATIENT,32000,32003,823,nao
53.0,0.07,2.0,1,1,2,NORMAL,53000,53003,1035,nao
53.0,0.07,2.0,1,1,2,PATIENT,49000,33066,656,sim
57.0,0.07,2.0,1,1,2,PATIENT,57000,57002,768,nao
58.0,0.07,2.0,1,1,2,NOPATIENT,5000,5008,128,nao
58.0,0.07,2.0,1,1,2,NORMAL,58000,58006,1133,nao
63.0,0.07,2.0,1,1,2,NORMAL,10000,10016,191,nao
68.0,0.07,2.0,1,1,2,NOPATIENT,48000,48004,1257,nao
69.0,0.07,2.0,1,1,2,NORMAL,16000,16003,295,nao
72.0,0.07,2.0,1,1,2,PATIENT,28000,19027,381,sim
74.0,0.07,2.0,1,1,2,PATIENT,21000,21004,285,nao
75.0,0.07,2.0,1,1,2,PATIENT,55000,55002,741,nao
76.0,0.07,2.0,1,1,2,NOPATIENT,23000,23003,592,nao
81.0,0.07,2.0,1,1,2,NOPATIENT,97000,80798,2552,sim
81.0,0.07,2.0,1,1,2,PATIENT,28000,28003,369,nao
82.0,0.07,2.0,1,1,2,PATIENT,59000,29004,794,sim
89.0,0.07,2.0,1,1,2,NORMAL,69000,69003,1336,nao
90.0,0.07,2.0,1,1,2,NORMAL,90000,90007,1757,nao
93.0,0.07,2.0,1,1,2,NORMAL,73000,73004,1427,nao
93.0,0.07,2.0,1,1,2,NORMAL,40000,40004,771,nao
3.0,0.07,2.0,2,1,1,NOPATIENT,8000,3263,192,sim
3.0,0.07,2.0,2,1,1,NOPATIENT,8000,3357,201,sim
9.0,0.07,2.0,2,1,1,NORMAL,21000,9367,410,sim
10.0,0.07,2.0,2,1,1,NOPATIENT,20000,10266,524,sim
12.0,0.07,2.0,2,1,1,PATIENT,12000,12005,157,nao
12.0,0.07,2.0,2,1,1,NOPATIENT,34000,12339,895,sim
15.0,0.07,2.0,2,1,1,NORMAL,33000,14795,628,sim
15.0,0.07,2.0,2,1,1,NOPATIENT,16000,15376,408,sim
18.0,0.07,2.0,2,1,1,NORMAL,28000,18247,531,sim
25.0,0.07,2.0,2,1,1,NOPATIENT,8000,5048,191,sim
25.0,0.07,2.0,2,1,1,NORMAL,11000,5080,205,sim
26.0,0.07,2.0,2,1,1,NOPATIENT,74000,25795,1949,sim
27.0,0.07,2.0,2,1,1,NOPATIENT,11000,7161,266,sim
33.0,0.07,2.0,2,1,1,NORMAL,13000,13010,246,nao
35.0,0.07,2.0,2,1,1,NOPATIENT,50000,35261,1307,sim
47.0,0.07,2.0,2,1,1,NORMAL,47000,47002,915,nao
60.0,0.07,2.0,2,1,1,NORMAL,40000,40003,764,nao
60.0,0.07,2.0,2,1,1,NOPATIENT,60000,60003,1575,nao
61.0,0.07,2.0,2,1,1,NOPATIENT,8000,8003,193,nao
61.0,0.07,2.0,2,1,1,NOPATIENT,75000,61270,1960,sim
63.0,0.07,2.0,2,1,1,NORMAL,43000,43003,838,nao
65.0,0.07,2.0,2,1,1,PATIENT,65000,65004,881,nao
67.0,0.07,2.0,2,1,1,NORMAL,14000,14004,271,nao
5.0,0.07,2.0,1,1,2,PATIENT,13000,4873,176,sim
5.0,0.07,2.0,1,1,2,NOPATIENT,14000,5324,366,sim
12.0,0.07,2.0,1,1,2,NOPATIENT,34000,12274,885,sim
13.0,0.07,2.0,1,1,2,NOPATIENT,36000,12894,929,sim
17.0,0.07,2.0,1,1,2,NOPATIENT,48000,16890,1254,sim
17.0,0.07,2.0,1,1,2,NOPATIENT,47000,17397,1241,sim
18.0,0.07,2.0,1,1,2,NORMAL,51000,18341,981,sim
23.0,0.07,2.0,1,1,2,PATIENT,9000,3298,110,sim
27.0,0.07,2.0,1,1,2,NOPATIENT,40000,26855,1056,sim
29.0,0.07,2.0,1,1,2,NORMAL,65000,29293,1262,sim
33.0,0.07,2.0,1,1,2,NOPATIENT,46000,32828,1206,sim
34.0,0.07,2.0,1,1,2,NOPATIENT,22000,14066,571,sim
36.0,0.07,2.0,1,1,2,NOPATIENT,49000,16433,1279,sim
43.0,0.07,2.0,1,1,2,NORMAL,26000,23445,496,sim
51.0,0.07,2.0,1,1,2,PATIENT,120000,51295,1635,sim
51.0,0.07,2.0,1,1,2,NORMAL,27000,31438,525,nao
55.0,0.07,2.0,1,1,2,PATIENT,66000,35441,898,sim
57.0,0.07,2.0,1,1,2,NOPATIENT,37000,37002,962,nao
60.0,0.07,2.0,1,1,2,NORMAL,60000,60002,1166,nao
60.0,0.07,2.0,1,1,2,NOPATIENT,40000,40005,1041,nao
4.0,0.07,2.0,3,1,0,NOPATIENT,8000,3400,191,sim
10.0,0.07,2.0,3,1,0,NORMAL,14000,9745,262,sim
10.0,0.07,2.0,3,1,0,NOPATIENT,28000,10340,740,sim
13.0,0.07,2.0,3,1,0,NOPATIENT,33000,12423,869,sim
15.0,0.07,2.0,3,1,0,NOPATIENT,31000,14379,805,sim
15.0,0.07,2.0,3,1,0,NORMAL,57000,15248,1096,sim
15.0,0.07,2.0,3,1,0,NORMAL,19000,15348,356,sim
18.0,0.07,2.0,3,1,0,PATIENT,26000,17427,354,sim
21.0,0.07,2.0,3,1,0,NORMAL,23000,21330,431,sim
23.0,0.07,2.0,3,1,0,PATIENT,10000,3051,125,sim
24.0,0.07,2.0,3,1,0,NOPATIENT,24000,24004,633,nao
27.0,0.07,2.0,3,1,0,NORMAL,15000,7073,274,sim
29.0,0.07,2.0,3,1,0,NOPATIENT,31000,28434,817,sim
32.0,0.07,2.0,3,1,0,NOPATIENT,47000,31399,1239,sim
34.0,0.07,2.0,3,1,0,NOPATIENT,23000,14169,586,sim
36.0,0.07,2.0,3,1,0,NOPATIENT,26000,16134,683,sim
39.0,0.07,2.0,3,1,0,PATIENT,19000,19004,258,nao
44.0,0.07,2.0,3,1,0,NORMAL,47000,43409,901,sim
44.0,0.07,2.0,3,1,0,NOPATIENT,48000,43784,1248,sim
50.0,0.07,2.0,3,1,0,NOPATIENT,47000,50009,1228,nao
50.0,0.07,2.0,3,1,0,PATIENT,50000,50084,677,nao
53.0,0.07,2.0,3,1,0,NORMAL,65000,33054,1258,sim
59.0,0.07,2.0,3,1,0,NOPATIENT,95000,58847,2510,sim
59.0,0.07,2.0,3,1,0,NOPATIENT,6000,6012,136,nao
61.0,0.07,2.0,3,1,0,PATIENT,61000,61114,825,nao
64.0,0.07,2.0,3,1,0,NOPATIENT,64000,64078,1687,nao
64.0,0.07,2.0,3,1,0,NORMAL,11000,11315,200,nao
70.0,0.07,2.0,3,1,0,PATIENT,50000,50003,676,nao
70.0,0.07,2.0,3,1,0,NOPATIENT,50000,50004,1298,nao
3.0,0.07,2.0,2,0,2,NOPATIENT,7000,2793,165,sim
5.0,0.07,2.0,2,0,2,NORMAL,14000,4497,263,sim
8.0,0.07,2.0,2,0,2,NOPATIENT,12000,7764,312,sim
9.0,0.07,2.0,2,0,2,NOPATIENT,23000,8485,585,sim
11.0,0.07,2.0,2,0,2,NOPATIENT,29000,10436,754,sim
15.0,0.07,2.0,2,0,2,NOPATIENT,20000,14774,508,sim
15.0,0.07,2.0,2,0,2,NOPATIENT,44000,15348,1150,sim
22.0,0.07,2.0,2,0,2,NOPATIENT,63000,21777,1658,sim
23.0,0.07,2.0,2,0,2,NORMAL,44000,22449,851,sim
23.0,0.07,2.0,2,0,2,PATIENT,78000,22499,1060,sim
29.0,0.07,2.0,2,0,2,PATIENT,61000,28808,819,sim
42.0,0.07,2.0,2,0,2,PATIENT,150000,41766,2041,sim
43.0,0.07,2.0,2,0,2,NORMAL,54000,42587,1042,sim
45.0,0.07,2.0,2,0,2,NORMAL,62000,44580,1194,sim
47.0,0.07,2.0,2,0,2,NOPATIENT,69000,46474,1801,sim
65.0,0.07,2.0,2,0,2,NORMAL,96000,64866,1869,sim
66.0,0.07,2.0,2,0,2,NORMAL,66000,66007,1290,nao
68.0,0.07,2.0,2,0,2,NOPATIENT,74000,67794,1954,sim
70.0,0.07,2.0,2,0,2,NORMAL,97000,69609,1879,sim
86.0,0.07,2.0,2,0,2,NORMAL,86000,86006,1679,nao
87.0,0.07,2.0,2,0,2,NORMAL,87000,87003,1684,nao
87.0,0.07,2.0,2,0,2,NORMAL,87000,87004,1696,nao
96.0,0.07,2.0,2,0,2,NORMAL,96000,96004,1862,nao
3.0,0.07,2.0,2,2,0,NORMAL,6000,2527,102,sim
6.0,0.07,2.0,2,2,0,NOPATIENT,18000,6426,461,sim
7.0,0.07,2.0,2,2,0,NOPATIENT,16000,6461,417,sim
8.0,0.07,2.0,2,2,0,NORMAL,27000,7499,527,sim
9.0,0.07,2.0,2,2,0,NOPATIENT,24000,9302,635,sim
12.0,0.07,2.0,2,2,0,NORMAL,43000,11523,829,sim
15.0,0.07,2.0,2,2,0,NORMAL,35000,15414,679,sim
16.0,0.07,2.0,2,2,0,NORMAL,26000,16309,502,sim
17.0,0.07,2.0,2,2,0,NORMAL,37000,16860,708,sim
18.0,0.07,2.0,2,2,0,NORMAL,39000,17498,763,sim
29.0,0.07,2.0,2,2,0,NOPATIENT,64000,28462,1671,sim
37.0,0.07,2.0,2,2,0,NORMAL,37000,37003,707,nao
38.0,0.07,2.0,2,2,0,NOPATIENT,38000,38003,997,nao
52.0,0.07,2.0,2,2,0,NORMAL,56000,51434,1088,sim
53.0,0.07,2.0,2,2,0,NOPATIENT,53000,53005,1393,nao
69.0,0.07,2.0,2,2,0,PATIENT,68000,68827,919,nao
3.0,0.07,2.0,1,2,1,NOPATIENT,8000,3479,208,sim
4.0,0.07,2.0,1,2,1,PATIENT,12000,4218,158,sim
6.0,0.07,2.0,1,2,1,PATIENT,15000,6481,201,sim
7.0,0.07,2.0,1,2,1,NOPATIENT,20000,7395,513,sim
16.0,0.07,2.0,1,2,1,NOPATIENT,45000,16444,1173,sim
22.0,0.07,2.0,1,2,1,NORMAL,39000,22243,758,sim
25.0,0.07,2.0,1,2,1,NOPATIENT,71000,25374,1856,sim
28.0,0.07,2.0,1,2,1,NOPATIENT,59000,28416,1549,sim
36.0,0.07,2.0,1,2,1,PATIENT,36000,36413,488,nao
39.0,0.07,2.0,1,2,1,NORMAL,39000,39003,752,nao
47.0,0.07,2.0,1,2,1,NORMAL,47000,47002,909,nao
48.0,0.07,2.0,1,2,1,NORMAL,75000,48541,1463,sim
54.0,0.07,2.0,1,2,1,PATIENT,54000,54003,730,nao
55.0,0.07,2.0,1,2,1,NOPATIENT,55000,55003,1443,nao
58.0,0.07,2.0,1,2,1,NOPATIENT,58000,58002,1510,nao
65.0,0.07,2.0,1,2,1,NORMAL,65000,65003,1262,nao
73.0,0.07,2.0,1,2,1,NORMAL,90000,72597,1755,sim
79.0,0.07,2.0,1,2,1,NOPATIENT,79000,79003,2091,nao
79.0,0.07,2.0,1,2,1,NOPATIENT,79000,79004,2083,nao
86.0,0.07,2.0,1,2,1,NOPATIENT,86000,86002,2255,nao
90.0,0.07,2.0,1,2,1,NORMAL,90000,90004,1743,nao
122.0,0.07,2.0,1,2,1,NORMAL,122000,122002,2383,nao
130.0,0.07,2.0,1,2,1,NORMAL,130000,130003,2538,nao
131.0,0.07,2.0,1,2,1,NORMAL,131000,131005,2553,nao
8.0,0.07,2.0,1,2,1,NOPATIENT,21000,8277,550,sim
11.0,0.07,2.0,1,2,1,NORMAL,41000,11356,800,sim
12.0,0.07,2.0,1,2,1,NOPATIENT,34000,11780,875,sim
17.0,0.07,2.0,1,2,1,NORMAL,35000,17275,681,sim
18.0,0.07,2.0,1,2,1,PATIENT,54000,17408,730,sim
20.0,0.07,2.0,1,2,1,NORMAL,29000,19362,550,sim
21.0,0.07,2.0,1,2,1,NOPATIENT,26000,20793,682,sim
21.0,0.07,2.0,1,2,1,NOPATIENT,34000,20794,875,sim
30.0,0.07,2.0,1,2,1,NORMAL,66000,29798,1280,sim
33.0,0.07,2.0,1,2,1,NOPATIENT,35000,32811,904,sim
35.0,0.07,2.0,1,2,1,NORMAL,57000,34375,1101,sim
36.0,0.07,2.0,1,2,1,NOPATIENT,36000,36013,935,nao
45.0,0.07,2.0,1,2,1,PATIENT,45000,44818,610,sim
46.0,0.07,2.0,1,2,1,NORMAL,46000,46005,882,nao
49.0,0.07,2.0,1,2,1,PATIENT,91000,48827,1230,sim
52.0,0.07,2.0,1,2,1,PATIENT,110000,51818,1488,sim
53.0,0.07,2.0,1,2,1,NORMAL,70000,52839,1362,sim
53.0,0.07,2.0,1,2,1,PATIENT,53000,53004,717,nao
57.0,0.07,2.0,1,2,1,PATIENT,58000,56404,782,sim
61.0,0.07,2.0,1,2,1,PATIENT,64000,60802,868,sim
61.0,0.07,2.0,1,2,1,NORMAL,61000,61005,1179,nao
74.0,0.07,2.0,1,2,1,PATIENT,90000,73857,1225,sim
75.0,0.07,2.0,1,2,1,PATIENT,75000,74816,1021,sim
79.0,0.07,2.0,1,2,1,PATIENT,81000,78871,1100,sim
103.0,0.07,2.0,1,2,1,PATIENT,103000,103005,1400,nao
10.0,0.07,2.0,2,1,1,NORMAL,38000,10240,741,sim
13.0,0.07,2.0,2,1,1,NOPATIENT,37000,13373,972,sim
14.0,0.07,2.0,2,1,1,NOPATIENT,38000,13431,980,sim
15.0,0.07,2.0,2,1,1,PATIENT,42000,14490,560,sim
19.0,0.07,2.0,2,1,1,NOPATIENT,56000,18760,1460,sim
20.0,0.07,2.0,2,1,1,NORMAL,44000,19769,843,sim
23.0,0.07,2.0,2,1,1,NOPATIENT,30000,23388,769,sim
27.0,0.07,2.0,2,1,1,NOPATIENT,50000,27254,1300,sim
34.0,0.07,2.0,2,1,1,NOPATIENT,22000,14138,571,sim
34.0,0.07,2.0,2,1,1,NOPATIENT,34000,34196,880,nao
35.0,0.07,2.0,2,1,1,NOPATIENT,46000,34765,1217,sim
35.0,0.07,2.0,2,1,1,PATIENT,47000,34783,635,sim
39.0,0.07,2.0,2,1,1,NORMAL,48000,39254,922,sim
39.0,0.07,2.0,2,1,1,NOPATIENT,45000,39385,1178,sim
43.0,0.07,2.0,2,1,1,NOPATIENT,43000,43193,1123,nao
45.0,0.07,2.0,2,1,1,PATIENT,94000,44801,1278,sim
45.0,0.07,2.0,2,1,1,NOPATIENT,45000,45009,1184,nao
47.0,0.07,2.0,2,1,1,NOPATIENT,44000,27070,1150,sim
48.0,0.07,2.0,2,1,1,PATIENT,51000,48265,691,sim
50.0,0.07,2.0,2,1,1,PATIENT,59000,50381,801,sim
51.0,0.07,2.0,2,1,1,NOPATIENT,50000,31133,1304,sim
55.0,0.07,2.0,2,1,1,NOPATIENT,57000,54776,1490,sim
61.0,0.07,2.0,2,1,1,NORMAL,41000,41003,788,nao
66.0,0.07,2.0,2,1,1,NORMAL,51000,46096,986,sim
69.0,0.07,2.0,2,1,1,NORMAL,49000,49004,942,nao
69.0,0.07,2.0,2,1,1,NORMAL,69000,69003,1338,nao
71.0,0.07,2.0,2,1,1,NORMAL,51000,51004,995,nao
71.0,0.07,2.0,2,1,1,PATIENT,78000,71061,1055,sim
75.0,0.07,2.0,2,1,1,NOPATIENT,22000,22002,565,nao
81.0,0.07,2.0,2,1,1,NORMAL,28000,28003,530,nao
81.0,0.07,2.0,2,1,1,PATIENT,81000,81003,1092,nao
81.0,0.07,2.0,2,1,1,PATIENT,106000,81093,1435,sim
81.0,0.07,2.0,2,1,1,NOPATIENT,52000,28127,1367,sim
83.0,0.07,2.0,2,1,1,NORMAL,64000,63117,1243,sim
84.0,0.07,2.0,2,1,1,NORMAL,31000,31002,594,nao
87.0,0.07,2.0,2,1,1,PATIENT,105000,87071,1420,sim
88.0,0.07,2.0,2,1,1,NOPATIENT,53000,35132,1402,sim
89.0,0.07,2.0,2,1,1,NORMAL,69000,36137,1333,sim
94.0,0.07,2.0,2,1,1,NOPATIENT,41000,41004,1073,nao
94.0,0.07,2.0,2,1,1,NORMAL,44000,41127,843,sim
97.0,0.07,2.0,2,1,1,PATIENT,92000,77115,1245,sim
98.0,0.07,2.0,2,1,1,PATIENT,108000,98099,1461,sim
101.0,0.07,2.0,2,1,1,NORMAL,48000,48003,920,nao
106.0,0.07,2.0,2,1,1,PATIENT,67000,53139,905,sim
107.0,0.07,2.0,2,1,1,NORMAL,69000,54159,1346,sim
108.0,0.07,2.0,2,1,1,NOPATIENT,22000,22003,573,nao
108.0,0.07,2.0,2,1,1,PATIENT,85000,55168,1148,sim
110.0,0.07,2.0,2,1,1,NOPATIENT,24000,24003,625,nao
111.0,0.07,2.0,2,1,1,PATIENT,91000,91004,1228,nao
112.0,0.07,2.0,2,1,1,NORMAL,59000,59004,1149,nao
113.0,0.07,2.0,2,1,1,NORMAL,27000,27003,509,nao
115.0,0.07,2.0,2,1,1,NORMAL,29000,29004,555,nao
115.0,0.07,2.0,2,1,1,NOPATIENT,29000,29002,758,nao
119.0,0.07,2.0,2,1,1,PATIENT,72000,66151,971,sim
121.0,0.07,2.0,2,1,1,NOPATIENT,35000,35002,913,nao
122.0,0.07,2.0,2,1,1,PATIENT,69000,69003,937,nao
123.0,0.07,2.0,2,1,1,NORMAL,37000,37003,722,nao
124.0,0.07,2.0,2,1,1,PATIENT,104000,104002,1416,nao
129.0,0.07,2.0,2,1,1,NOPATIENT,43000,43002,1127,nao
129.0,0.07,2.0,2,1,1,PATIENT,109000,109003,1482,nao
130.0,0.07,2.0,2,1,1,PATIENT,44000,44003,594,nao
132.0,0.07,2.0,2,1,1,NORMAL,46000,46003,886,nao
14.0,0.07,2.0,3,3,1,NOPATIENT,39000,13885,1017,sim
21.0,0.07,2.0,3,3,1,NORMAL,32000,20860,609,sim
25.0,0.07,2.0,3,3,1,NOPATIENT,31000,24884,811,sim
27.0,0.07,2.0,3,3,1,PATIENT,56000,26948,761,sim
28.0,0.07,2.0,3,3,1,NORMAL,62000,27875,1201,sim
30.0,0.07,2.0,3,3,1,NORMAL,45000,29923,866,sim
49.0,0.07,2.0,3,3,1,NORMAL,75000,48719,1450,sim
62.0,0.07,2.0,3,3,1,PATIENT,68000,61948,914,sim
74.0,0.07,2.0,3,3,1,NORMAL,74000,74004,1434,nao
75.0,0.07,2.0,3,3,1,NORMAL,75000,75006,1453,nao
8.0,0.07,2.0,0,2,2,NORMAL,32000,7757,612,sim
8.0,0.07,2.0,0,2,2,NOPATIENT,22000,8302,576,sim
9.0,0.07,2.0,0,2,2,NORMAL,28000,8401,546,sim
13.0,0.07,2.0,0,2,2,NORMAL,29000,12844,555,sim
13.0,0.07,2.0,0,2,2,NORMAL,51000,12795,992,sim
13.0,0.07,2.0,0,2,2,NORMAL,29000,12828,553,sim
16.0,0.07,2.0,0,2,2,NORMAL,31000,16312,599,sim
18.0,0.07,2.0,0,2,2,NORMAL,34000,17404,659,sim
19.0,0.07,2.0,0,2,2,NOPATIENT,32000,18763,823,sim
24.0,0.07,2.0,0,2,2,NOPATIENT,31000,23806,799,sim
25.0,0.07,2.0,0,2,2,PATIENT,38000,24846,506,sim
26.0,0.07,2.0,0,2,2,PATIENT,41000,25836,547,sim
26.0,0.07,2.0,0,2,2,NOPATIENT,26000,26005,663,nao
27.0,0.07,2.0,0,2,2,NORMAL,40000,27307,777,sim
30.0,0.07,2.0,0,2,2,NOPATIENT,32000,29763,847,sim
37.0,0.07,2.0,0,2,2,NORMAL,40000,36421,771,sim
40.0,0.07,2.0,0,2,2,NOPATIENT,45000,39818,1182,sim
42.0,0.07,2.0,0,2,2,PATIENT,50000,41836,670,sim
44.0,0.07,2.0,0,2,2,NOPATIENT,50000,44312,1308,sim
48.0,0.07,2.0,0,2,2,NOPATIENT,52000,47772,1375,sim
48.0,0.07,2.0,0,2,2,NORMAL,49000,47875,948,sim
8.0,0.07,2.0,1,1,2,NORMAL,30000,7755,574,sim
11.0,0.07,2.0,1,1,2,NORMAL,39000,10393,745,sim
15.0,0.07,2.0,1,1,2,NOPATIENT,44000,14770,1151,sim
18.0,0.07,2.0,1,1,2,NOPATIENT,50000,18321,1316,sim
20.0,0.07,2.0,1,1,2,PATIENT,46000,19378,621,sim
24.0,0.07,2.0,1,1,2,NORMAL,33000,23747,639,sim
25.0,0.07,2.0,1,1,2,NORMAL,55000,24809,1058,sim
27.0,0.07,2.0,1,1,2,NORMAL,74000,26767,1444,sim
32.0,0.07,2.0,1,1,2,NOPATIENT,41000,32339,1070,sim
33.0,0.07,2.0,1,1,2,NORMAL,49000,32376,943,sim
36.0,0.07,2.0,1,1,2,PATIENT,76000,35807,1035,sim
7.0,0.07,2.0,2,2,0,NOPATIENT,20000,7405,510,sim
8.0,0.07,2.0,2,2,0,NORMAL,28000,8368,542,sim
12.0,0.07,2.0,2,2,0,NOPATIENT,35000,12242,922,sim
12.0,0.07,2.0,2,2,0,NORMAL,47000,12381,911,sim
17.0,0.07,2.0,2,2,0,NORMAL,40000,17416,770,sim
19.0,0.07,2.0,2,2,0,NOPATIENT,20000,19253,517,sim
20.0,0.07,2.0,2,2,0,NORMAL,43000,19882,834,sim
20.0,0.07,2.0,2,2,0,PATIENT,43000,20389,575,sim
21.0,0.07,2.0,2,2,0,NOPATIENT,38000,21380,1000,sim
30.0,0.07,2.0,2,2,0,NORMAL,43000,10445,840,sim
32.0,0.07,2.0,2,2,0,NOPATIENT,51000,31864,1342,sim
32.0,0.07,2.0,2,2,0,PATIENT,68000,31876,920,sim
33.0,0.07,2.0,2,2,0,NOPATIENT,21000,13159,531,sim
34.0,0.07,2.0,2,2,0,PATIENT,71000,33894,966,sim
34.0,0.07,2.0,2,2,0,NOPATIENT,22000,14072,567,sim
38.0,0.07,2.0,2,2,0,NOPATIENT,29000,18145,749,sim
42.0,0.07,2.0,2,2,0,PATIENT,64000,22449,869,sim
45.0,0.07,2.0,2,2,0,NORMAL,45000,45007,865,nao
45.0,0.07,2.0,2,2,0,NOPATIENT,25000,25014,654,nao
46.0,0.07,2.0,2,2,0,NORMAL,29000,26124,552,sim
51.0,0.07,2.0,2,2,0,NORMAL,51000,51004,980,nao
51.0,0.07,2.0,2,2,0,NOPATIENT,31000,31029,795,nao
51.0,0.07,2.0,2,2,0,PATIENT,40000,31174,537,sim
53.0,0.07,2.0,2,2,0,NOPATIENT,54000,52895,1409,sim
53.0,0.07,2.0,2,2,0,NOPATIENT,53000,53003,1383,nao
54.0,0.07,2.0,2,2,0,NOPATIENT,54000,54004,1414,nao
56.0,0.07,2.0,2,2,0,NOPATIENT,56000,56010,1479,nao
56.0,0.07,2.0,2,2,0,NOPATIENT,36000,36003,927,nao
65.0,0.07,2.0,2,2,0,NORMAL,45000,45002,869,nao
65.0,0.07,2.0,2,2,0,PATIENT,65000,65004,886,nao
65.0,0.07,2.0,2,2,0,PATIENT,45000,45003,612,nao
70.0,0.07,2.0,2,2,0,NORMAL,70000,70003,1356,nao
74.0,0.07,2.0,2,2,0,NORMAL,74000,74003,1431,nao
74.0,0.07,2.0,2,2,0,NOPATIENT,54000,54005,1429,nao
75.0,0.07,2.0,2,2,0,NOPATIENT,22000,22003,577,nao
78.0,0.07,2.0,2,2,0,NORMAL,58000,58004,1131,nao
78.0,0.07,2.0,2,2,0,NORMAL,58000,58004,1133,nao
79.0,0.07,2.0,2,2,0,NORMAL,59000,59003,1153,nao
86.0,0.07,2.0,2,2,0,PATIENT,66000,66002,892,nao
88.0,0.07,2.0,2,2,0,PATIENT,88000,88004,1199,nao
88.0,0.07,2.0,2,2,0,PATIENT,68000,68004,915,nao
89.0,0.07,2.0,2,2,0,NORMAL,69000,69002,1347,nao
91.0,0.07,2.0,2,2,0,NORMAL,71000,71004,1384,nao
91.0,0.07,2.0,2,2,0,NOPATIENT,38000,38004,996,nao
94.0,0.07,2.0,2,2,0,NORMAL,41000,41004,800,nao
